goodreads_book_id,title,genres,authors,average_rating
765148,Giraffes Can't Dance,"['children', 'poetry', 'fantasy', 'humor']","['Giles Andreae, Guy Parker-Rees']",[4.28]
765193,Amazing Grace,"['children', 'family', 'historical-fiction', 'fantasy', 'adventure']","['Mary Hoffman, Caroline Binch']",[4.33]
765281,Lady and the Tramp,"['children', 'fantasy', 'classic', 'romance']","['Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company']",[4.36]
765427,The Faerie Queene ,"['poetry', 'fantasy', 'classic', 'epic', 'classic-literature', 'historical-fiction', 'mythology', 'historical', 'adventure', 'romance', 'literary-fiction']","[""Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell""]",[3.55]
765811,The Women of Brewster Place,"['historical-fiction', 'contemporary', 'literary-fiction', 'adult-fiction', 'historical', 'classic', 'family', 'non-fiction']",['Gloria Naylor'],[4.13]
766020,The Rainbow Fish,"['children', 'fantasy', 'classic', 'science']","['Marcus Pfister, J. Alison James']",[4.15]
766917,Homer Price (A Puffin Book),"['children', 'humor', 'young-adult', 'classic', 'historical-fiction', 'mystery', 'adventure']",['Robert McCloskey'],[4.07]
766955,"Click, Clack, Moo: Cows That Type","['children', 'humor']","['Doreen Cronin, Betsy Lewin']",[4.23]
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,"['non-fiction', 'war', 'politics', 'historical', 'military', 'biography', 'classic']",['William L. Shirer'],[4.15]
767307,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)","['mystery', 'historical-fiction', 'crime', 'historical', 'thriller', 'suspense', 'horror', 'psychology', 'suspense-thriller', 'literary-fiction', 'fantasy', 'crime-thriller', 'psychological-thriller']",['Caleb Carr'],[3.94]
767680,If You Give a Mouse a Cookie,"['children', 'humor', 'fantasy', 'classic']","['Laura Joffe Numeroff, Felicia Bond']",[4.24]
768878,"Abarat (Abarat, #1)","['fantasy', 'young-adult', 'horror', 'adventure', 'ya-fantasy', 'children', 'urban-fantasy', 'dark-fantasy', 'young-adult-fiction', 'paranormal', 'speculative-fiction', 'young-adult-fantasy']",['Clive Barker'],[4.08]
768889,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)","['fantasy', 'adventure', 'epic', 'war', 'adult-fiction', 'historical-fiction', 'drama', 'science-fiction', 'action', 'historical', 'mystery', 'romance']",['George R.R. Martin'],[4.49]
769016,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"['non-fiction', 'psychology', 'self-help', 'children', 'family']","['Adele Faber, Elaine Mazlish, Kimberly Ann Coe']",[4.24]
769212,The Last Seven Months of Anne Frank,"['non-fiction', 'biography', 'war', 'historical', 'young-adult', 'classic', 'memoir', 'children']",['Willy Lindwer'],[4.34]
769483,"Magyk (Septimus Heap, #1)","['fantasy', 'young-adult', 'children', 'adventure', 'ya-fantasy', 'paranormal', 'mystery', 'young-adult-fantasy', 'science-fiction', 'family', 'young-adult-fiction', 'action']",['Angie Sage'],[3.8]
769658,Battlefield Earth: A Saga of the Year 3000,"['science-fiction', 'fantasy', 'adventure', 'science', 'speculative-fiction', 'epic', 'dystopian', 'war', 'thriller', 'action']",['L. Ron Hubbard'],[3.49]
769712,Palestine,"['graphic-novel', 'non-fiction', 'politics', 'war', 'memoir', 'historical', 'travel', 'religion', 'biography', 'contemporary', 'historical-fiction']","['Joe Sacco, Edward Said']",[4.2]
770038,Is Your Mama a Llama?,"['children', 'family', 'fantasy', 'poetry', 'classic']","['Deborah Guarino, Steven Kellogg']",[4.16]
770040,Llama Llama Mad at Mama,"['children', 'family', 'poetry', 'humor', 'fantasy']",['Anna Dewdney'],[4.28]
770051,Olivia,"['children', 'humor', 'family', 'fantasy']",['Ian Falconer'],[4.13]
771332,With the Old Breed: At Peleliu and Okinawa,"['war', 'military', 'biography', 'memoir', 'non-fiction', 'historical']","['Eugene B. Sledge, Paul Fussell']",[4.4]
772852,The Cross and the Switchblade,"['non-fiction', 'biography', 'religion', 'memoir', 'spirituality', 'classic', 'crime']","['David Wilkerson, John Sherrill, Elizabeth Sherrill']",[4.2]
772976,Frida Kahlo: 1907-1954 Pain and Passion,"['non-fiction', 'biography']",['Andrea Kettenmann'],[4.15]
773038,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,"['spirituality', 'self-help', 'non-fiction', 'philosophy', 'psychology', 'business', 'religion']",['Deepak Chopra'],[4.07]
773276,"Good Night, Gorilla","['children', 'humor', 'fantasy', 'classic', 'adventure', 'family']",['Peggy Rathmann'],[4.2]
773480,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)","['children', 'classic']","['Stan Berenstain, Jan Berenstain']",[4.13]
773514,"Emily Climbs (Emily, #2)","['young-adult', 'historical-fiction', 'classic', 'historical', 'romance', 'children', 'young-adult-fiction']",['L.M. Montgomery'],[4.14]
773606,Madeline's Rescue,"['children', 'classic', 'adventure', 'poetry', 'family']",['Ludwig Bemelmans'],[4.24]
773858,Born Standing Up: A Comic's Life,"['biography', 'non-fiction', 'memoir', 'humor', 'comedy']",['Steve Martin'],[3.87]
773951,The Story of Ferdinand,"['children', 'classic', 'fantasy', 'humor']","['Munro Leaf, Robert Lawson']",[4.35]
774001,Amelia Bedelia  (Amelia Bedelia #1),"['children', 'humor', 'classic', 'comedy', 'young-adult']","['Peggy Parish, Fritz Siebel']",[4.15]
774060,Prisoner of My Desire,"['historical-romance', 'romance', 'historical', 'historical-fiction', 'drama', 'adult-fiction']",['Johanna Lindsey'],[4.06]
775346,The Little Friend,"['mystery', 'literary-fiction', 'contemporary', 'crime', 'adult-fiction', 'thriller', 'suspense', 'historical-fiction', 'drama', 'gothic', 'family', 'historical']",['Donna Tartt'],[3.43]
775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business","['children', 'humor', 'classic', 'folklore']",['Esphyr Slobodkina'],[4.12]
776159,"The Lady in the Lake (Philip Marlowe, #4)","['mystery', 'crime', 'thriller', 'classic', 'detective-fiction', 'adult-fiction', 'crime-thriller', 'literary-fiction', 'suspense', 'historical']",['Raymond Chandler'],[4.07]
776407,"The House at Pooh Corner (Winnie-the-Pooh, #2)","['children', 'classic', 'fantasy', 'young-adult', 'adventure', 'humor', 'poetry', 'classic-literature']","['A.A. Milne, Ernest H. Shepard']",[4.36]
777211,"Executive Power (Mitch Rapp, #6)","['thriller', 'action', 'mystery', 'suspense', 'political-thriller', 'adventure', 'politics', 'military', 'crime', 'suspense-thriller', 'war', 'adult-fiction', 'contemporary']",['Vince Flynn'],[4.33]
780581,Bel-Ami,"['classic', 'romance', 'historical-fiction', 'classic-literature', 'literary-fiction', 'historical', 'drama']","['Guy de Maupassant, Douglas Parmée']",[3.81]
780845,"Black Cat, Volume 01","['manga', 'fantasy', 'action', 'young-adult', 'graphic-novel', 'science-fiction', 'adventure', 'drama', 'comedy', 'thriller', 'crime', 'humor', 'mystery']",['Kentaro Yabuki'],[4.08]
781046,When It Happens,"['young-adult', 'romance', 'contemporary', 'ya-romance', 'young-adult-fiction', 'humor', 'drama']",['Susane Colasanti'],[3.74]
781110,Fever 1793,"['historical-fiction', 'young-adult', 'historical', 'children', 'young-adult-fiction', 'adventure', 'family']",['Laurie Halse Anderson'],[3.89]
781182,Barbarians at the Gate: The Fall of RJR Nabisco,"['business', 'non-fiction', 'economics', 'biography', 'historical', 'true-crime']","['Bryan Burrough, John Helyar']",[4.22]
781498,The Day Jimmy's Boa Ate the Wash,"['children', 'humor', 'fantasy', 'adventure', 'classic']","['Trinka Hakes Noble, Steven Kellogg']",[4.16]
781787,Out of Africa,"['non-fiction', 'memoir', 'biography', 'travel', 'classic', 'adventure', 'historical-fiction', 'historical', 'romance']","['Isak Dinesen, Karen Blixen']",[3.96]
781844,On Death and Dying,"['non-fiction', 'psychology', 'philosophy', 'self-help', 'spirituality', 'science', 'sociology', 'health', 'religion', 'classic', 'family']",['Elisabeth Kübler-Ross'],[4.15]
782580,The Complete Poetry and Prose,"['poetry', 'classic', 'philosophy', 'classic-literature', 'non-fiction', 'spirituality', 'religion', 'romance', 'anthology']","['William Blake, David V. Erdman, Harold Bloom']",[4.23]
782854,Eloise ,"['children', 'humor', 'classic', 'adventure']","['Kay Thompson, Hilary Knight']",[4.2]
783127,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,"['non-fiction', 'self-help', 'young-adult', 'psychology', 'business', 'children', 'family']",['Sean Covey'],[4.01]
783291,The Almost Moon,"['contemporary', 'drama', 'adult-fiction', 'family', 'literary-fiction', 'crime', 'mystery', 'young-adult']",['Alice Sebold'],[2.67]
784222,"Vampire Knight, Vol. 3 (Vampire Knight, #3)","['manga', 'fantasy', 'romance', 'young-adult', 'paranormal', 'graphic-novel', 'horror', 'paranormal-romance', 'drama', 'action', 'mystery', 'gothic', 'urban-fantasy']","['Matsuri Hino, Tomo Kimura']",[4.27]
784911,"Rise of the Evening Star (Fablehaven, #2)","['young-adult', 'fantasy', 'children', 'adventure', 'ya-fantasy', 'young-adult-fiction', 'urban-fantasy', 'mystery', 'action', 'family', 'paranormal', 'mythology', 'young-adult-fantasy']",['Brandon Mull'],[4.16]
785092,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,"['self-help', 'non-fiction', 'psychology', 'business', 'philosophy', 'economics']",['T. Harv Eker'],[4.14]
785453,A Single Shard,"['historical-fiction', 'young-adult', 'historical', 'children', 'adventure', 'young-adult-fiction', 'family']",['Linda Sue Park'],[3.87]
785454,Train to Pakistan,"['historical-fiction', 'historical', 'non-fiction', 'war', 'literary-fiction', 'drama', 'politics', 'classic', 'religion', 'contemporary', 'adult-fiction']",['Khushwant Singh'],[3.85]
786256,Stellaluna,"['children', 'family', 'fantasy', 'science', 'adventure', 'classic']",['Janell Cannon'],[4.22]
787660,"Heaven (Casteel, #1)","['young-adult', 'horror', 'romance', 'gothic', 'drama', 'mystery', 'thriller', 'adult-fiction', 'contemporary', 'suspense', 'gothic-horror', 'young-adult-fiction', 'family']",['V.C. Andrews'],[4.01]
789344,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)","['mystery', 'children', 'young-adult', 'classic', 'adventure']",['Donald J. Sobol'],[4.03]
789559,The Three Billy Goats Gruff,"['children', 'fantasy', 'fairy-tale', 'folklore', 'classic']","['Paul Galdone, Peter Christen Asbjørnsen']",[4.14]
790171,Kon-Tiki: Across The Pacific In A Raft,"['non-fiction', 'travel', 'adventure', 'biography', 'memoir', 'classic', 'science', 'historical', 'historical-fiction', 'classic-literature']",['Thor Heyerdahl'],[4.1]
792161,"War Horse (War Horse, #1)","['historical-fiction', 'young-adult', 'war', 'historical', 'adventure', 'children', 'military', 'young-adult-fiction']",['Michael Morpurgo'],[4.13]
792938,Having Our Say: The Delany Sisters' First 100 Years,"['non-fiction', 'memoir', 'biography', 'historical', 'humor', 'family', 'young-adult']","['Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth']",[4.14]
793399,"Stray (Shifters, #1)","['urban-fantasy', 'paranormal', 'fantasy', 'romance', 'paranormal-romance', 'young-adult', 'mystery', 'contemporary', 'adult-fiction', 'action', 'new-adult']",['Rachel Vincent'],[3.79]
795034,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)","['fantasy', 'epic', 'adventure', 'young-adult', 'science-fiction', 'speculative-fiction']",['Tad Williams'],[4.18]
797094,Halo: The Flood,"['science-fiction', 'fantasy', 'military', 'war', 'action', 'young-adult', 'adventure', 'science']",['William C. Dietz'],[3.69]
801178,Chicken Soup for the Soul,"['non-fiction', 'self-help', 'psychology', 'spirituality', 'philosophy', 'young-adult', 'poetry', 'memoir', 'health', 'anthology', 'contemporary']","['Jack Canfield, Mark Victor Hansen']",[3.94]
803171,Skippyjon Jones,"['children', 'humor', 'fantasy', 'adventure', 'family', 'poetry']",['Judy Schachner'],[4.25]
805023,"My Sweet Audrina (Audrina, #1)","['gothic', 'mystery', 'romance', 'drama', 'thriller', 'suspense', 'adult-fiction', 'gothic-horror', 'contemporary', 'horror', 'fantasy', 'young-adult', 'young-adult-fiction', 'family', 'suspense-thriller']",['V.C. Andrews'],[3.92]
807968,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)","['fantasy', 'children', 'young-adult', 'adventure', 'mystery', 'humor', 'paranormal', 'contemporary', 'science-fiction', 'urban-fantasy', 'young-adult-fiction']",['Georgia Byng'],[3.87]
808853,The Complete Adventures of Curious George,"['children', 'classic', 'fantasy', 'humor', 'young-adult', 'comedy']","['Margret Rey, H.A. Rey']",[4.23]
809849,Dear Zoo: A Lift-the-Flap Book,"['children', 'humor', 'classic']",['Rod Campbell'],[4.25]
813214,The Mist,"['horror', 'thriller', 'fantasy', 'science-fiction', 'paranormal', 'mystery', 'suspense', 'adult-fiction', 'contemporary', 'drama']",['Stephen King'],[3.92]
815150,"The Highlander's Touch (Highlander, #3)","['romance', 'paranormal-romance', 'historical-romance', 'paranormal', 'fantasy', 'historical', 'historical-fiction', 'urban-fantasy', 'adult-fiction', 'science-fiction']",['Karen Marie Moning'],[4.15]
815158,Rapunzel,"['children', 'fantasy', 'fairy-tale', 'folklore', 'romance', 'classic', 'family', 'adventure', 'young-adult']",['Paul O. Zelinsky'],[4.16]
815234,The Napping House,"['children', 'humor', 'poetry', 'fantasy']","['Audrey Wood, Don    Wood']",[4.27]
815309,On Chesil Beach,"['contemporary', 'historical-fiction', 'literary-fiction', 'romance', 'adult-fiction', 'historical', 'drama']",['Ian McEwan'],[3.54]
815716,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,"['business', 'non-fiction', 'self-help', 'psychology', 'philosophy', 'religion']","['John C. Maxwell, Zig Ziglar']",[4.12]
816720,The Witch Of Portobello,"['philosophy', 'spirituality', 'fantasy', 'contemporary', 'religion', 'adult-fiction', 'magical-realism', 'drama', 'romance', 'mystery', 'literary-fiction']",['Paulo Coelho'],[3.51]
816752,"The Castle in the Attic (The Castle in the Attic, #1)","['fantasy', 'children', 'young-adult', 'adventure', 'historical-fiction', 'classic']",['Elizabeth Winthrop'],[3.96]
816870,Johnny Tremain,"['historical-fiction', 'young-adult', 'historical', 'children', 'classic', 'war', 'adventure', 'young-adult-fiction', 'classic-literature']","['Esther Forbes, Lynd Ward']",[3.62]
816953,Someone Like You,"['young-adult', 'romance', 'contemporary', 'young-adult-fiction', 'ya-romance', 'drama', 'family']",['Sarah Dessen'],[3.94]
817199,Maitreyi,"['romance', 'classic', 'philosophy', 'biography', 'historical', 'young-adult', 'religion', 'historical-fiction']",['Mircea Eliade'],[3.92]
817791,The Blind Side: Evolution of a Game,"['sports', 'non-fiction', 'biography', 'memoir', 'business', 'economics', 'young-adult', 'contemporary', 'drama', 'family', 'adult-fiction']",['Michael   Lewis'],[4.16]
818372,"Night Probe! (Dirk Pitt, #6)","['adventure', 'thriller', 'action', 'mystery', 'suspense', 'historical-fiction', 'contemporary', 'crime', 'adult-fiction', 'historical', 'science-fiction', 'suspense-thriller']",['Clive Cussler'],[3.89]
818811,Escape,"['non-fiction', 'memoir', 'biography', 'religion', 'true-crime', 'sociology', 'family', 'psychology']","['Carolyn Jessop, Laura Palmer']",[3.96]
819667,Snowmen at Night,"['children', 'fantasy', 'poetry', 'humor']","['Caralyn Buehner, Mark Buehner']",[4.23]
820273,Sheep in a Jeep,"['children', 'humor', 'poetry', 'adventure', 'fantasy', 'science']","['Nancy E. Shaw, Margot Apple']",[4.11]
820394,"The Interpretation of Murder (Freud, #1)","['historical-fiction', 'mystery', 'crime', 'thriller', 'historical', 'psychology', 'crime-thriller', 'suspense', 'adult-fiction', 'contemporary', 'philosophy', 'drama', 'non-fiction', 'psychological-thriller', 'detective-fiction']",['Jed Rubenfeld'],[3.51]
820480,"Revelation (Matthew Shardlake, #4)","['historical-fiction', 'mystery', 'historical', 'crime', 'thriller', 'crime-thriller', 'religion', 'adult-fiction']",['C.J. Sansom'],[4.32]
820517,"Joey Pigza Swallowed the Key (Joey Pigza, #1)","['young-adult', 'humor', 'children', 'family', 'contemporary', 'young-adult-fiction']",['Jack Gantos'],[3.74]
820956,"Dawn on a Distant Shore (Wilderness, #2)","['historical-fiction', 'romance', 'historical', 'historical-romance', 'adventure', 'epic', 'adult-fiction', 'western', 'fantasy', 'drama', 'suspense']",['Sara Donati'],[4.19]
821000,"Now We Are Six (Winnie-the-Pooh, #4)","['children', 'poetry', 'classic', 'fantasy', 'young-adult', 'humor', 'adventure']","['A.A. Milne, Ernest H. Shepard']",[4.38]
821003,"When We Were Very Young (Winnie-the-Pooh, #3)","['poetry', 'children', 'classic', 'fantasy', 'young-adult', 'humor']","['A.A. Milne, Ernest H. Shepard']",[4.32]
821056,Hinds' Feet on High Places,"['religion', 'spirituality', 'fantasy', 'non-fiction', 'classic', 'adult-fiction', 'children', 'classic-literature', 'adventure', 'poetry']",['Hannah Hurnard'],[4.3]
821611,The Story of My Life,"['non-fiction', 'biography', 'memoir', 'classic', 'historical', 'young-adult', 'classic-literature']",['Helen Keller'],[4.07]
822989,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""","['biography', 'memoir', 'non-fiction', 'psychology', 'family', 'crime', 'young-adult', 'self-help', 'children']",['Dave Pelzer'],[4.18]
823411,Three Day Road,"['war', 'historical', 'historical-fiction', 'literary-fiction', 'adult-fiction', 'contemporary', 'family', 'military', 'drama', 'non-fiction']",['Joseph Boyden'],[4.31]
823412,Cook with Jamie,"['non-fiction', 'cookbook', 'science']",['Jamie Oliver'],[4.05]
824062,God's Smuggler,"['biography', 'non-fiction', 'religion', 'memoir', 'historical', 'adventure', 'spirituality', 'historical-fiction', 'travel', 'young-adult', 'classic', 'family']","['Brother Andrew, Elizabeth Sherrill, John Sherrill']",[4.32]
824204,The Little Engine That Could,"['classic', 'children', 'adventure', 'young-adult', 'fantasy']","['Watty Piper, Doris Hauman, George Hauman']",[4.15]
824318,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie","['crime', 'mystery', 'historical', 'anthology', 'classic', 'historical-fiction']","['Dick Riley, Pam McAllister, Bruce Cassiday']",[4.23]
824508,Smack,"['young-adult', 'contemporary', 'drama', 'romance', 'young-adult-fiction', 'non-fiction']",['Melvin Burgess'],[3.87]
824734,"Dinosaurs Before Dark (Magic Tree House, #1)","['fantasy', 'children', 'adventure', 'historical-fiction', 'young-adult', 'historical', 'science-fiction', 'mystery', 'family']","['Mary Pope Osborne, Salvatore Murdocca']",[3.87]
824763,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)","['fantasy', 'young-adult', 'graphic-novel', 'adventure', 'romance', 'contemporary', 'humor', 'science-fiction']","['Akira Amano, JN Productions, Frances E. Wall']",[4.22]
825081,Lilly's Purple Plastic Purse,"['children', 'fantasy', 'humor', 'family']",['Kevin Henkes'],[4.2]
825377,The Dot,"['children', 'science']",['Peter H. Reynolds'],[4.26]
825473,The Devil's Alternative,"['thriller', 'mystery', 'suspense', 'action', 'adventure', 'suspense-thriller', 'crime', 'politics', 'crime-thriller', 'drama', 'classic', 'military']",['Frederick Forsyth'],[4.0]
825508,A Dangerous Fortune,"['historical-fiction', 'thriller', 'historical', 'mystery', 'suspense', 'romance', 'drama', 'crime', 'adult-fiction', 'adventure', 'action', 'suspense-thriller', 'family']",['Ken Follett'],[3.99]
825509,A Place Called Freedom,"['historical-fiction', 'historical', 'thriller', 'romance', 'adventure', 'mystery', 'suspense', 'drama', 'adult-fiction']",['Ken Follett'],[3.87]
825576,The Saggy Baggy Elephant (A Little Golden Book),"['children', 'classic', 'fantasy']","['Kathryn Jackson, Byron Jackson, Gustav Tenggren']",[4.06]
826582,If You Take a Mouse to School,"['children', 'fantasy', 'humor', 'adventure']","['Laura Joffe Numeroff, Felicia Bond']",[4.26]
826583,If You Take a Mouse to the Movies,"['children', 'fantasy', 'humor', 'classic', 'family']","['Laura Joffe Numeroff, Felicia Bond']",[4.16]
826584,If You Give a Moose a Muffin,"['children', 'humor', 'fantasy', 'comedy']","['Laura Joffe Numeroff, Felicia Bond']",[4.17]
826585,If You Give a Pig a Pancake ,"['children', 'fantasy', 'humor']","['Laura Joffe Numeroff, Felicia Bond']",[4.23]
826845,The Chrysalids,"['science-fiction', 'dystopian', 'fantasy', 'young-adult', 'classic', 'speculative-fiction', 'science', 'adventure', 'horror', 'adult-fiction', 'religion', 'contemporary']",['John Wyndham'],[3.92]
827412,"It Happened One Autumn (Wallflowers, #2)","['historical-romance', 'historical', 'romance', 'historical-fiction', 'adult-fiction']",['Lisa Kleypas'],[4.15]
827497,One Flew Over the Cuckoo's Nest,"['drama', 'classic', 'psychology', 'historical', 'adult-fiction', 'contemporary', 'historical-fiction', 'classic-literature', 'humor', 'health']",['Dale Wasserman'],[4.28]
827685,Up from Slavery,"['biography', 'non-fiction', 'memoir', 'historical', 'classic', 'politics', 'classic-literature', 'philosophy', 'sociology']","['Booker T. Washington, Ishmael Reed']",[4.09]
828015,"The Breadwinner (The Breadwinner, #1)","['young-adult', 'historical-fiction', 'children', 'war', 'historical', 'family', 'contemporary', 'adventure', 'young-adult-fiction']",['Deborah Ellis'],[3.93]
828084,Pictures of Hollis Woods,"['young-adult', 'children', 'family', 'contemporary', 'young-adult-fiction', 'historical-fiction']",['Patricia Reilly Giff'],[4.0]
828387,A Short History of Tractors in Ukrainian,"['contemporary', 'humor', 'family', 'comedy', 'adult-fiction', 'literary-fiction', 'drama', 'historical-fiction', 'historical', 'romance']",['Marina Lewycka'],[3.37]
828483,"The Killing (Cherub, #4)","['young-adult', 'action', 'adventure', 'mystery', 'crime', 'thriller', 'children', 'young-adult-fiction', 'contemporary', 'fantasy']",['Robert Muchamore'],[4.12]
829313,Miles: The Autobiography,"['biography', 'non-fiction', 'memoir']","['Miles Davis, Quincy Troupe']",[4.18]
830791,The Simple Truth,"['thriller', 'mystery', 'suspense', 'crime', 'legal-thriller', 'adventure', 'action', 'political-thriller', 'adult-fiction', 'crime-thriller']",['David Baldacci'],[4.03]
831194,"Forest of Secrets (Warriors, #3)","['fantasy', 'young-adult', 'adventure', 'children', 'action', 'mystery', 'ya-fantasy', 'romance']",['Erin Hunter'],[4.4]
831470,Bambi,"['children', 'classic', 'fantasy']",['Bob Grant'],[4.22]
831635,"Healthy Sleep Habits, Happy Child","['non-fiction', 'self-help', 'family', 'health', 'children', 'psychology', 'science']",['Marc Weissbluth'],[3.9]
831829,"30 Days of Night, Vol. 1","['horror', 'graphic-novel', 'fantasy', 'paranormal', 'thriller', 'science-fiction', 'urban-fantasy', 'mystery', 'suspense', 'action']","['Steve Niles, Ben Templesmith']",[3.81]
832543,Anatomy of the Spirit: The Seven Stages of Power and Healing,"['spirituality', 'non-fiction', 'self-help', 'health', 'psychology', 'philosophy', 'science', 'religion']",['Caroline Myss'],[4.12]
833253,The Power of a Praying Wife,"['non-fiction', 'self-help', 'spirituality', 'religion', 'family']",['Stormie Omartian'],[4.31]
833549,"Frog and Toad All Year (Frog and Toad, #3)","['children', 'fantasy', 'humor', 'classic', 'adventure']",['Arnold Lobel'],[4.34]
833550,Each Peach Pear Plum,"['children', 'poetry', 'fantasy', 'classic', 'fairy-tale', 'folklore']","['Janet Ahlberg, Allan Ahlberg']",[4.24]
833710,"The Merchant of Death (Pendragon, #1)","['young-adult', 'fantasy', 'science-fiction', 'ya-fantasy', 'adventure', 'children', 'action', 'young-adult-fiction', 'urban-fantasy', 'mystery', 'young-adult-fantasy', 'paranormal', 'war', 'dystopian', 'contemporary', 'thriller', 'romance']",['D.J. MacHale'],[3.93]
834378,"A Pocket Full of Rye (Miss Marple, #7)","['mystery', 'crime', 'classic', 'thriller', 'cozy-mystery', 'suspense', 'detective-fiction', 'historical', 'crime-thriller', 'adult-fiction', 'historical-fiction']",['Agatha Christie'],[3.83]
835155,See Jane Date,"['romance', 'contemporary', 'humor', 'adult-fiction', 'romantic-comedy', 'family']",['Melissa Senate'],[3.49]
835202,A Chair for My Mother,"['family', 'children', 'economics', 'historical-fiction']",['Vera B. Williams'],[4.2]
835495,Time for Bed,"['children', 'poetry', 'family']","['Mem Fox, Jane Dyer']",[4.16]
835623,How the Mind Works,"['science', 'psychology', 'non-fiction', 'philosophy', 'sociology', 'self-help']",['Steven Pinker'],[3.97]
836606,"Fruits Basket, Vol. 2","['manga', 'fantasy', 'romance', 'young-adult', 'graphic-novel', 'humor', 'paranormal', 'comedy', 'drama', 'mythology', 'urban-fantasy', 'contemporary']","['Natsuki Takaya, Alethea Nibley, Athena Nibley']",[4.34]
836607,"Fruits Basket, Vol. 3","['manga', 'fantasy', 'romance', 'young-adult', 'graphic-novel', 'humor', 'comedy', 'paranormal', 'mythology', 'drama', 'urban-fantasy', 'contemporary']","['Natsuki Takaya, Alethea Nibley, Athena Nibley']",[4.38]
836611,"Fruits Basket, Vol. 4","['manga', 'fantasy', 'romance', 'young-adult', 'graphic-novel', 'humor', 'comedy', 'paranormal', 'drama', 'mythology', 'urban-fantasy', 'mystery', 'contemporary']","['Natsuki Takaya, Alethea Nibley, Athena Nibley']",[4.39]
836984,Distant Shores,"['romance', 'contemporary', 'drama', 'family', 'adult-fiction']",['Kristin Hannah'],[3.7]
837501,The Twenty-One Balloons,"['fantasy', 'adventure', 'children', 'young-adult', 'historical-fiction', 'classic', 'historical', 'science-fiction', 'travel', 'humor', 'steampunk']",['William Pène du Bois'],[3.96]
838917,The Power of a Praying Woman,"['non-fiction', 'self-help', 'spirituality', 'religion']",['Stormie Omartian'],[4.38]
839263,David Goes To School,"['children', 'humor', 'comedy']",['David Shannon'],[4.16]
840163,"Flight of the Old Dog (Patrick McLanahan, #1)","['military', 'thriller', 'war', 'action', 'adventure', 'suspense', 'mystery', 'historical-fiction', 'fantasy', 'drama', 'suspense-thriller']",['Dale Brown'],[4.08]
840278,"Eon (The Way, #1)","['science-fiction', 'science', 'speculative-fiction', 'fantasy', 'adventure', 'adult-fiction', 'mystery', 'travel']",['Greg Bear'],[3.86]
841628,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,"['science-fiction', 'humor', 'fantasy', 'comedy', 'adventure', 'classic', 'science', 'young-adult', 'speculative-fiction', 'adult-fiction', 'philosophy']",['Douglas Adams'],[4.51]
841973,"The Gods of Mars (Barsoom, #2)","['science-fiction', 'fantasy', 'adventure', 'classic', 'science-fantasy', 'romance', 'action', 'young-adult', 'speculative-fiction', 'thriller', 'war']",['Edgar Rice Burroughs'],[3.86]
844051,"Mutiny on the Bounty (The Bounty Trilogy, #1)","['historical-fiction', 'adventure', 'classic', 'historical', 'non-fiction', 'classic-literature', 'young-adult', 'romance', 'drama', 'adult-fiction', 'biography', 'fantasy']","['Charles Bernard Nordhoff, James Norman Hall']",[3.97]
845403,Mufaro's Beautiful Daughters: An African Tale,"['children', 'folklore', 'fantasy', 'family', 'fairy-tale', 'young-adult']",['John Steptoe'],[4.32]
845977,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""","['spirituality', 'non-fiction', 'self-help', 'philosophy', 'religion', 'psychology', 'health']",['Marianne Williamson'],[4.29]
846066,The Berenstain Bears Forget Their Manners,"['children', 'humor', 'family', 'fantasy', 'young-adult']","['Stan Berenstain, Jan Berenstain']",[4.15]
846984,"Love, Stargirl (Stargirl, #2)","['young-adult', 'romance', 'contemporary', 'children', 'young-adult-fiction', 'ya-romance', 'humor', 'epistolary']",['Jerry Spinelli'],[3.8]
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,"['non-fiction', 'self-help', 'psychology', 'family', 'science', 'philosophy', 'religion', 'sociology', 'spirituality']","['John M. Gottman, Nan Silver']",[4.19]
851393,The Imitation of Christ,"['religion', 'non-fiction', 'spirituality', 'philosophy', 'classic', 'classic-literature']","['Thomas à Kempis, William Benham']",[4.19]
